Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Doris Mortman'],1988,"Abandoned by her husband, Ohio housewife Gaby Cocroft moves to New York and becomes Gabrielle Didier, entering the glamorous and cutthroat world of antique dealers and encountering the mysterious and handsome Maxmillian Richard",0553053760,9780553053760,652.0,['Fiction'],NOT_MATURE,en,0553053760
,['Don DeLillo'],1976,"One of DeLillo's first novels, Ratner's Star follows Billy, the genius adolescent, who is recruited to live in obscurity, underground, as he tries to help a panel of estranged, demented, and yet lovable scientists communicate with beings from outer space. It is a mix of quirky humor, science, mathematical theories, as well as the complex emotional distance and sadness people feel. Ratner's Star demonstrates both the thematic and prosaic muscularity that typifies DeLillo's later and more recent works, like ""The Names"" (which is also available in Vintage Contemporaries).",UOM:39015013938116,,454.0,['Life on other planets'],NOT_MATURE,en,0394400836
,['Gavin Lyall'],1986,"Major Harry Maxim finds himself at odds with the KGB, the CIA, and his own government while uncovering a secret that threatens his life and the world",STANFORD:36105040155470,,296.0,['Fiction'],NOT_MATURE,en,0670808032
,['Will Self'],2001,"Surrounded by her two daughters, Lily Bloom, an aging American in the final stages of cancer, spends her time in a bed in Central London's Royal Ear Hospital, drugged with painkillers, moving in and out of consciousness, and railing against the unfairness of the world around, the sins of those around her, and her coming death. Reprint.",0802138489,9780802138484,420.0,['Fiction'],NOT_MATURE,en,0802138489
,['Kate Wilhelm'],1982,"Susannah runs away from her husband, loses her memory, and--with new innocence--rediscovers life in America, becoming involved with thieves and terrorists, relating to people on disconcerting levels, and falling for a most unlikely Mr. Right",STANFORD:36105039238329,,272.0,['Fiction'],NOT_MATURE,en,0395320542
,['Donna Leon'],1997,"Donna Leonas mastery of plot, her understanding of Venetian manners and mores, and above all her philosophical, unfailingly decent protagonist have made the Commissario Brunetti mysteries bestsellers around the world, including an ever-growing American audience. In ""The Death of Faith,"" Brunetti comes to the aid of a young nursing sister who is leaving her convent following the unexpected death of five patients. At first Brunettias inquiries reveal nothing amiss, and he wonders whether the nun is simply creating a smoke screen to justify abandoning her vocation. But perhaps she has stumbled onto something very real and very sinisterasomething that puts her life in imminent danger.",0333673751,9780333673751,310.0,['Adventure thriller'],NOT_MATURE,en,0333673751
,['Elizabeth George'],1989-01,"The first novel in the 'Inspector Lynley mystery' series. Fat, unlovely Roberta Teys is found beside her father's headless corpse. Her first words are 'I did it. And I am not sorry'. As Lynley investigates, he uncovers a series of shocking revelations that shatter the peaceful Yorkshire village.",0553175106,9780553175103,319.0,['Detective and mystery stories'],NOT_MATURE,en,0553052446
,,,,,,,,,,070892591X
,"['Jack Denton Scott', 'Ozzie Sweet']",1978-01-01,Describes the organization and daily operation of the 252-acre Bronx Zoo.,0399206337,9780399206337,120.0,['Juvenile Nonfiction'],NOT_MATURE,en,0399206337
,,,,,,,,,,0399138773
,['Henry James'],1993,"""The Turn of the Screw"" is the classic ghost story for which James is most remembered. Set in a country house, it is a chilling tale of the supernatural. ""The Aspern Papers"" is a tale of Americans in Europe, cleverly evoking the drama of comedie humaine against the settings of a Venetian palace.",185326069X,9781853260698,228.0,['Drama'],NOT_MATURE,en,185326069X
,['Ruth Prawer Jhabvala'],1980,"Six colourful, comic characters inhabit A Backward Place. All but one are Westerners who have come to Delhi to experience an alternative way of life. But, far from being hippies, their ability to adapt to this exotic culture often leaves something to be desired.",0140052909,9780140052909,196.0,['English fiction'],NOT_MATURE,en,0140052909
,['Morris West'],1990-01-01,"The politics of terrorism touch the papacy as an ailing Pope is compelled to reconsider his long-standing conservatism when his life is threatened by a dissident group, the Sword of Islam",0312043392,9780312043391,293.0,['Fiction'],NOT_MATURE,en,0312043392
,['Haruki Murakami'],2002-04-09,"A New York Times bestselling author—and “a mythmaker for the millennium, a wiseacre wiseman” (New York Times Book Review)—delivers a surreal and elaborate quest that takes readers from Tokyo to the remote mountains of northern Japan, where the unnamed protagonist has a surprising confrontation with his demons. An advertising executive receives a postcard from a friend and casually appropriates the image for an advertisement. What he doesn’t realize is that included in the scene is a mutant sheep with a star on its back, and in using this photo he has unwittingly captured the attention of a man who offers a menacing ultimatum: find the sheep or face dire consequences.",9780375718946,037571894X,0.0,['Fiction'],NOT_MATURE,en,037571894X
,['Pauline Gedge'],1978,,0770517145,9780770517144,694.0,['Britons'],NOT_MATURE,en,0770517145
,['Toby Young'],2003-06-05,"In 1995 high-flying British journalist Toby Young left London for New York to become a contributing editor at Vanity Fair. Other Brits had taken Manhattan--Alistair Cooke, Tina Brown, Anna Wintour--so why couldn't he?But things didn't quite go according to plan. Within the space of two years he was fired from Vanity Fair, banned from the most fashionable bar in the city, and couldn't get a date for love or money. Even the local AA group wanted nothing to do with him.How to Lose Friends and Alienate People is Toby Young's hilarious and best-selling account of the five years he spent looking for love in all the wrong places and steadily working his way down the New York food chain, from glossy magazine editor to crash-test dummy for interactive sex toys. A seditious attack on the culture of celebrity from inside the belly of the beast, How to Lose Friends and Alienate People is also a ""nastily funny read."" --USA Today",0306812274,9780306812279,368.0,['Biography & Autobiography'],NOT_MATURE,en,0306812274
,['Alistair MacLean'],1976,,0006125107,9780006125105,223.0,['Large type books'],NOT_MATURE,en,0006125107
,['Antony Miall'],1993,"This is one of a series of guides designed to tell the truth about other nations, using sweeping generalizations and observations as a base, detailing what to expect and how to cope with it. The guides try to explain why things are done the way they are and they try to allay the feelings of trepidation with which the xenophobe approaches new territory. This particular book looks at the English.",1853045632,9781853045639,64.0,['Humor'],NOT_MATURE,en,1853045632
,,,,,,,,,,0373260121
,['Peter Mayle'],1997,"A photographer on a visit to a house featured in a magazine he works for, discovers that a Cezanne painting has been stolen from there. With the editor of the magazine as the suspect thief, he is sent on pursuit of her and the Cezanne through London, the South of France and New York.",014026583X,9780140265835,244.0,['Art thefts'],NOT_MATURE,en,014026583X
,['Meera Syal'],1996,"Nine-year-old Meena wants to be like all the other British children, but as the daughter of the only Punjabi family in the mining village of Tollington, she must live a childhood caught between two cultures",156584372X,9781565843721,328.0,['Fiction'],NOT_MATURE,en,156584372X
,['William X. Kienzle'],1990-04-14,Father Koesler investigates a Detroit monastery that is causing a commotion for its alleged performing of miracles and its connections with embezzlement and murder,0345353951,9780345353955,355.0,['Fiction'],NOT_MATURE,en,0345353951
,['David Zeman'],2003,"After an ocean liner carrying a group of gifted American students is destroyed by a hydrogen bomb, a horrific disease, called ""the Pinocchio Syndrome,"" erupts around the world, and an investigative journalist searches for the truth.",0385509553,9780385509558,502.0,['Fiction'],NOT_MATURE,en,0385509553
,['Kenneth H. Cooper'],1989-01-01,"This first and only authoritative mass market bestseller on cholesterol contains the most up-to-date, medically sound information on diet, nutrition, exercise and lifestyle--and their impact on coronary problems. Includes the latest information on determining a coronary risk profile, an all-new exercise program, low-cholesterol recipes and more.",0553277758,9780553277753,420.0,['Medical'],NOT_MATURE,en,0553277758
,,,,,,,,,,0671806866
,['Barbara Kingsolver'],2003,,1410400913,9781410400918,386.0,['Fiction'],NOT_MATURE,en,1410400913
,"['Pierre Berton', 'Janet Berton']",1974,A tour of our national eating styles from pioneer grub to the specialties of today.,0771013914,9780771013911,136.0,"['Cookery, Canadian']",NOT_MATURE,en,0771013914
,['Andrew Miller'],2003,"As Alec Valentine returns home to England to care for his ailing mother, which heightens his feelings of inadequacy, his older brother Larry, whose acting career and marriage is failing, prepares to come home as well, and Lszl= Lzar, whose play Alec is translating, finds that, even though his life is filled with love, he cannot stop thinking about past mistakes. Reader's Guide included. Reprint. 20,000 first printing.",0156027402,9780156027403,352.0,['Fiction'],NOT_MATURE,en,0156027402
,"[""Patrick O'Brian""]",1993-07-17,"While fashioning a schooner out of the remains of their wrecked ship, Captain Aubrey and his crew suffer an attack by Malay pirates and must rely on the ingenuity of ship's surgeon--and intelligence agent--Stephen Maturin. Reprint.",9780393309065,0393309061,372.0,['Fiction'],NOT_MATURE,en,0393309061
,['Better Homes and Gardens'],1977,"Far Eastern favorites for firepot cooking, wok cooking, stir-frying, simmering, stewing, steaming, grilling & roasting. 165 recipes.",0696010453,9780696010453,100.0,['Cooking'],NOT_MATURE,en,0696010453
,['Elisabeth Luard'],1996,"Not everyone goes to school on a donkey, keeps an eagle owl in the spare bedroom cupboard, or plays chess for the French Foreign Legion. But for the four Luard children, all this was perfectly normal. As normal as taking the scrap bucket across the stream to feed the household pig, or knowing how to hitch up a mulecart. Elizabeth Luard's not-so-simple tale captures the spirit of bringing up four children as they travel across Europe, their lives a series of old-fashioned adventures. Littered with anecdotes and a scattering of their favourite recipes, this book is a celebration of family life. But no family is immune from tragedy - still less one which lives life to the full. In Francesca, the eldest of the three daughters, we find a true heroine. Passionate, honest, perceptive, she tells her own story - until that moment when she can tell it no more.",0552145440,9780552145442,307.0,['Biography & Autobiography'],NOT_MATURE,en,0552145440
,,,,,,,,,,0694517798
,,,,,,,,,,0553479148
,['Martha Grimes'],1990,The third novel in Grimes's bestselling series. Scotland Yard's Richard Jury solves a bizarre murder in an even stranger town and follows a treasure map to yet another chilling crime.,0440102804,9780440102809,250.0,['Fiction'],NOT_MATURE,en,0440102804
,['John Brunner'],1986,"""The tales that comprise The Compleat Traveller in Black were originally published over a period of nearly twenty years. These are fantasy tales unique in their nature. They chronicle the existential struggle of the quiet man dressed in black who had but a single task: to bring reason and order out of chaos. With his staff of light, he fought the powers of chaos in all times, future and past.""--Preliminary page.",UOM:39015059964570,,268.0,"['Science fiction, English']",NOT_MATURE,en,0312940602
,['Abdulrazak Gurnah'],2002,"On a late November afternoon Saleh Omar arrives at Gatwick Airport from Zanzibar, a far away island in the Indian Ocean. With him he has a small bag in which there lies his most precious possession - a mahogany box containing incense. He used to own a furniture shop, have a house and be a husband and father. Now he is an asylum seeker from paradise; silence his only protection. Meanwhile Latif Mahmud, someone intimately connected with Saleh's past, lives quietly alone in his London flat. When Saleh and Latif meet in an English seaside town, a story is unravelled. It is a story of love and betrayal, of seduction and of possession, and of a people desperately trying to find stability amidst the maelstrom of their times.",0747557853,9780747557852,245.0,['England'],NOT_MATURE,en,0747557853
,['Gabriel García Márquez'],1995,The evolution and eventual decadence of a small South American town is mirrored in the family history of the Buendias.,0679444653,9780679444657,524.0,['Fiction'],NOT_MATURE,en,0679444653
,['Harry Kemelman'],1986,"In his latest and most challenging case, Rabbi Small needs every ounce of his persistence, perspicacity, and chuzpah as he finds himself up against corruption in politics and a hit-and-run death that was no accident",0449209458,9780449209455,294.0,['Fiction'],NOT_MATURE,en,0449209458
,['Rabih Alameddine'],2002-10-17,"Through a series of first chapters of unfinished novels and memoirs, Sarah Nour El-Din, a Lebanese-American artist, narrates the story of her life, from growing up in a hybrid family in war-torn Beirut and her own self-imposed exile in the United States to her struggle to deal with her family problems and her determination to tell her own story. Reprint. 10,000 first printing.",0393323560,9780393323566,326.0,['Fiction'],NOT_MATURE,en,0393323560
,,,,,,,,,,0553297368
,['Margaret Yorke'],1994-02-01,"Murder is in the air in the seemingly peaceful village of Middle Bardolph, and prim and proper grey-haired widow Mrs. Newton is in the middle of the action. Reprint.",0446401978,9780446401975,250.0,['Fiction'],NOT_MATURE,en,0446401978
,['Hanif Kureishi'],1991-05-01,"Winner of the Whitbread Prize for Best First Novel ""There was one copy going round our school like contraband. I read it in one sitting ... I'd never read a book about anyone remotely like me before.""-- Zadie Smith ""My name is Karim Amir, and I am an Englishman born and bred, almost..."" The hero of Hanif Kureishi's debut novel is dreamy teenager Karim, desperate to escape suburban South London and experience the forbidden fruits which the 1970s seem to offer. When the unlikely opportunity of a life in the theatre announces itself, Karim starts to win the sort of attention he has been craving - albeit with some rude and raucous results. With the publication of Buddha of Suburbia, Hanif Kureishi landed into the literary landscape as a distinct new voice and a fearless taboo-breaking writer. The novel inspired a ground-breaking BBC series featuring a soundtrack by David Bowie.",9780140131680,014013168X,0.0,['Fiction'],NOT_MATURE,en,014013168X
,['Isaac Asimov'],1991-10-01,"The fourth novel in Isaac Asimov’s classic science-fiction masterpiece, the Foundation series THE EPIC SAGA THAT INSPIRED THE APPLE TV+ SERIES FOUNDATION At last, the costly and bitter war between the two Foundations has come to an end. The scientists of the First Foundation have proved victorious, and now they return to Hari Seldon’s long established plan to build a new Empire on the ruins of the old. But rumors persist that the Second Foundation is not destroyed after all—and that its still-defiant survivors are preparing their revenge. Now two exiled citizens of the Foundation—a renegade Councilman and a doddering historian—set out in search of the mythical planet Earth . . . and proof that the Second Foundation still exists. Meanwhile someone—or something—outside of both Foundations seems to be orchestrating events to suit its own ominous purpose. Soon representatives of both the First and Second Foundations will find themselves racing toward a mysterious world called Gaia and a final, shocking destiny at the very end of the universe.",9780553293388,0553293389,0.0,['Fiction'],NOT_MATURE,en,0553293389
,['Caleb Carr'],2000,"In the twenty-first century, Dr. Gideon Wolfe becomes involved with a team of scientific and military experts as they try to solve the mystery of the President's assassination.",0375430768,9780375430763,354.0,['Fiction'],NOT_MATURE,en,0375430768
,['Sunetra Gupta'],2000,"Debendranath Roy, in his mid-thirties, last seen entering a punt on the Cherwell, is believed drowned. Twenty years pass. His father has died, the woman he loved has grown more beautiful, while his English wife has grown reconciled to widowhood. Then Debendranth returns, to explain his actions and ask for help. The real hero of Sunetra Gupta's new novel is a house in Calcutta. Called Mandalay by its first British owner, it passes into the hands of the wealthy Roy family, and it is to Mandalay that Indranath Roy in the early thirties brings his clever but childlike young bride Reba. The family's fortunes fluctuate, independence and partition robs them of some of their wealth, but they remain in the house. It is the next generation and Reba's sons that eventually abandon it to ruin, making their own fortunes away from Calcutta. When Debendranath Roy returns to life it is to the gates of Mandalay, he comes expecting to find it as he left it, but instead he finds ghosts of his past.",0753810557,9780753810552,217.0,['Calcutta (India)'],NOT_MATURE,en,0753810557
,,,,,,,,,,0449203344
,['Anthony Bourdain'],2000-05-22,"A New York City chef who is also a novelist recounts his experiences in the restaurant business, and exposes abuses of power, sexual promiscuity, drug use, and other secrets of life behind kitchen doors.",9781582340821,158234082X,324.0,['Cooking'],NOT_MATURE,en,158234082X
,['Warwick Collins'],1997,"Ez Murphy works in a large London lavatory where he and his co-workers are asked to reduce the amount of casual sex that takes place in the cubicles, and when their efforts are successful and the lavatory may be shut down due to a resulting reduction in r",STANFORD:36105020423641,,168.0,['Fiction'],NOT_MATURE,en,071453028X
,,,,,,,,,,1861591845
,['Leslie Elizabeth Watts'],1991,,0773673032,9780773673038,260.0,['Art dealers'],NOT_MATURE,en,0773673032
,"['Ram Gidoomal', 'Mike Fearon']",1993,,1854242253,9781854242259,160.0,['Acculturation'],NOT_MATURE,en,1854242253
,['Reginald Hill'],1997-03-10,"Police Inspector Peter Pascoe has stumbled upon the remains of an ancestor unjustly executed in wartime. As he delves into the mystery of his disgraced great-grandfather's death, his partner, Detective Superintendent Andrew Dalziel, is preoccupied with a shapely animal rights activist. Eight female protesters have discovered human bones on the grounds of a drug company's research headquarters, and the investigation has a shocking connection to Pascoe's own family case.",0440218039,9780440218036,452.0,['Fiction'],NOT_MATURE,en,0440218039
,['Quintin Jardine'],2001-02-01,"For Deputy Chief Constable Bob Skinner, the Thursday night football game at the local gym has long been an unbroken ritual. With each match the players are a little older, a little slower, but as fiercely competitive as a gang of teenagers. Until the savagely mutilated body of a former player is found, and suddenly the Thursday Legends have more to worry about than aching backs and dodgy knees. Former Head of Special Branch Alec Smith made plenty of enemies during his long career - and there is no shortage of suspects. But as Skinner's investigation gathers pace, everything keeps pointing to the Legends themselves. Is someone targeting this disparate group of colleagues and friends in some bizarre scheme of retribution? Or is the murderer one of them? Either way, the hunt for the killer is going to come uncomfortably close to home...",0747256683,9780747256687,407.0,['Fiction'],NOT_MATURE,en,0747256683
,['Michel Faber'],2002,"Sugar, a 19-year-old whore in the brothel of Mrs Castaway, yearns for a better life. Her ascent through the strata of 1870s London society offers the reader a host of characters. At the heart of the story, however, is a young woman's struggle to lift her body and soul out of the gutter.",1841953237,9781841953236,838.0,['Great Britain'],NOT_MATURE,en,1841953237
,['Isaac Asimov'],1974,,0449229440,9780449229446,224.0,['Detective and mystery stories'],NOT_MATURE,en,0449229440
,['Aleister Crowley'],1986-06-01,"An admirable collection of Crowley's aphorisms-- Witty, subtle, and instructive paradoxes that challenge and exhilarate.",0877285160,9780877285168,204.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0877285160
,['James Patterson'],1993-02-01,"Discover the classic thriller that launched the #1 detective series of the past twenty-five years, now one of PBS's ""100 Great American Reads"" Alex Cross is a homicide detective with a Ph.D. in psychology. He works and lives in the ghettos of D. C. and looks like Muhammad Ali in his prime. He's a tough guy from a tough part of town who wears Harris Tweed jackets and likes to relax by banging out Gershwin tunes on his baby grand piano. But he also has two adorable kids of his own, and they are his own special vulnerabilities. Jezzie Flanagan is the first woman ever to hold the highly sensitive job as supervisor of the Secret Service in Washington. Blond, mysterious, seductive, she's got an outer shell that's as tough as it is beautiful. She rides her black BMW motorcycle at speeds of no less than 100 mph. What is she running from? What is her secret? Alex Cross and Jezzie Flanagan are about to have a forbidden love affair-at the worst possible time for both of them. Because Gary Soneji, who wants to commit the ""crime of the century,"" is playing at the top of his game. Soneji has outsmarted the FBI, the Secret Service, and the police. Who will be his next victim? Gary Soneji is every parent's worst nightmare. He has become Alex Cross's nightmare. And now, reader, he's about to become yours.",0316693642,9780316693646,448.0,['Fiction'],NOT_MATURE,en,0316693642
,['George Monbiot'],2001,"Monbiot documents the end of representative government in Britain. The state is no longer the initiator of policy but an increasingly helpless bystander. As institutional corruption strikes at the heart of public life, in a contest between the desires of big business and the needs of the electorate, the electorate loses out every time.",0330369431,9780330369435,452.0,['Political Science'],NOT_MATURE,en,0330369431
,['Wayne Grady'],2000,,0670885428,9780670885428,291.0,['Birds'],NOT_MATURE,en,0670885428
,['Ed McBain'],1991,"An unpopular Catholic priest in a racially divided section of town is found brutally murdered, a crime that produces two suspects--a nearby Satanic cult and someone from St. Catherine's Church",0380703858,9780380703852,344.0,['Fiction'],NOT_MATURE,en,0380703858
,['Morris West'],1991,"A new pope has been elected and there are many problems he must solve, including a confrontation with the Soviet leader who was his jailor in a Siberian prison camp.",0312924666,9780312924669,374.0,['Fiction'],NOT_MATURE,en,0312924666
,"['Dominique Lapierre', 'Javier Moro']",2002-06-03,"It was December 3, 1984. In the ancient city of Bhopal, a cloud of toxic gas escaped from an American pesticide plant, killing and injuring thousands of people. When the noxious clouds cleared, the worst industrial disaster in history had taken place. Now, Dominique Lapierre brings the hundreds of characters, conflicts, and adventures together in an unforgettable tale of love and hope. Readers will meet the poetry-loving factory worker who unleashes the apocalypse, the young Indian bride who was to be married that terrible night, and the doctors who died that night saving others. It is a gripping, fascinating account that is already mesmerizing readers around the world.",0446530883,9780446530880,432.0,['History'],NOT_MATURE,en,0446530883
,['Margaret Atwood'],1997,"Sometimes I whisper it over to myself: Murderess. Murderess. It rustles, like a taffeta skirt along the floor.' Grace Marks. Female fiend? Femme fatale? Or weak and unwilling victim? Around the true story of one of the most enigmatic and notorious women of the 1840s, Margaret Atwood has created an extraordinarily potent tale of sexuality, cruelty and mystery.",1860492592,9781860492594,545.0,['Biographical fiction'],NOT_MATURE,en,1860492592
,['Tony Hillerman'],1994-06-23,"During a kachina ceremony at the Tano Pueblo, the antics of a dancing koshare fill the air with tension. Moments later, the clown is found bludgeoned to death, in the same manner a reservation schoolteacher was killed only days before.Officer Jim Chee and Lieutenant Joe Leaphorn believe that answers lie in the sacred clown's final cryptic message to the Tano people. But to decipher it, the two Navajo policemen may have to delve into closely guarded tribal secrets--on a sinister trail of blood that links a runaway, a holy artifact, corrupt Indian traders, and a pair of dead bodies.",0006479561,9780006479567,100.0,"['Chee, Jim (Fictitious character)']",NOT_MATURE,en,0006479561
,['Charles Robert Maturin'],1961,,UOM:39015066055503,,456.0,['Gothic fiction (Literary genre)'],NOT_MATURE,en,0140431101
,['Barbara Taylor Bradford'],1995-06-01,"Mallory Keswick can't imagine how her life could possibly be better. She has a wonderful, fulfilling marriage to a man who loves, supports, and nurtures her. She has a lovely home and beautiful twins who bring joy to her days, to all of which she devotes herself wholeheartedly. Mallory feels she has finally found the elusive sense of family that never quite rang true in her own childhood—until an exceptionally cruel act of violence tears apart the fabric of her happiness. Devastated, distraught, and wondering how she will ever go on, suddenly Mallory's spirit is being tested as never before, forcing her to discover new reserves of courage and strength to confront the darkness that has left her with nothing more to lose and . . .",006109207X,9780061092077,420.0,['Fiction'],NOT_MATURE,en,006109207X
,"['Francisco Rebolledo', 'Helen R. Lane']",1996-12-01,"Explores the politics, desires, philosophy, and science of eighteenth century Paris through the life and sexually triggered prophecies of Fausto Rasero, a young Spanish nobleman who comes to know every important figure of his time",0140260536,9780140260533,552.0,['Fiction'],NOT_MATURE,en,0140260536
,"['Robert Anderson', 'Barbara Wrede']",1990,"Describes the health problems of older pets, and discusses nutrition, home environment, training, pollution, special therapies, and euthanasia",0913589462,9780913589465,166.0,['Technology & Engineering'],NOT_MATURE,en,0913589462
,['Ted Hughes'],1979,,0571111246,9780571111244,200.0,['English poetry'],NOT_MATURE,en,0571111246
,['M. K. Wren'],1989-04,"When bookshop owner and private investigator Conan Flagg is hired by beautiful heiress Isadora Canfield to discover the reasons for her being followed, he enters her family's world of fear, conspiracy, and murder",0345350014,9780345350015,10.0,['Fiction'],NOT_MATURE,en,0345350014
,['Arthur C. Clarke'],1987-04-12,"From the New York Times bestselling author of the Space Odyssey series comes a dazzling adventure of exploration and paradise lost. Just a few islands in a planetwide ocean, Thalassa was a veritable paradise—home to one of the small colonies founded centuries before by robot Mother Ships when the Sun had gone nova and mankind had fled Earth. Mesmerized by the beauty of Thalassa and overwhelmed by its vast resources, the colonists lived an idyllic existence, unaware of the monumental evolutionary event slowly taking place between their seas. . . . Then the Magellan arrived in orbit carrying one million refugees from the last, mad days on Earth. And suddenly uncertainty and change had come to the placid paradise that was Thalassa.",0345322401,9780345322401,340.0,['Fiction'],NOT_MATURE,en,0345322401
,['Gene Weingarten'],2001-06-12,"When every hiccup sounds like the call of doom, each stomach pang hints at incipient cancer, and a headache means it's time to firm up your last will and testament, The Hypochondriac's Guide to Life. And Death. provides just the relief you need. Gene Weingarten has spent his whole life immersed in the eclectic details of bizarre symptoms, self-diagnosing every minor ache as a potentially deadly disease. Weingarten examines: The mind of a hypochondriac How your doctor can kill you Ulcers and other visceral fears The snaps, crackles, and pops of your body that spell disaster Things that can take an eye out Interpreting DocSpeak Blending the neurotic anxieties of Woody Allen, the folksiness of Garrison Keillor, and the absurdist vision of Dave Barry, Gene Weingarten conjures up a hilarious prescription for the hypochondriac that lurks inside all of us.",0684856484,9780684856483,208.0,['Humor'],NOT_MATURE,en,0684856484
,['Iain Pears'],2000,"Flavia di Stefano, the acting head of Italy's Art Theft Squad, attempts to track down the thief who stole a politically sensitive painting on loan from a foreign museum, a search that soon becomes a hunt for a killer.",0743212576,9780743212571,234.0,['Fiction'],NOT_MATURE,en,0743212576
,"['Matthew Sturgis', 'Aubrey Beardsley']",1999,"Chronicles the brief life of the renowned erotic artist, from his most provocative works through his impact on black-and-white art, describing his relationships with such figures as Oscar Wilde and his manipulation of the press and public. 10,000 first printing.",UOM:39015048737590,,440.0,['Biography & Autobiography'],NOT_MATURE,en,087951910X
,['Mary Blakeslee'],1994,"After Ida Mae begins writing for the school newspaper, she develops a reputation as a fortune teller.",0771015372,9780771015373,124.0,['Fortune telling'],NOT_MATURE,en,0771015372
,,,,,,,,,,0571173780
,['Sara Banerji'],2003,"In a village outside modern-day Calcutta, a young girl sends a baby floating down a sacred river towards an unknown destiny. The river will ultimately link the fate of young Karna to that of a host of other characters: his teenage mother, Koonty; his half-brother and rival, Arjuna; his destitute foster mother, Dolly; as well as ruthless street thugs, pariahs, and film stars. In this enchanting novel, which dips luxuriously into the richness of Indian myth and Hindu legend, Sara Banerji takes us on an exhilarating ride from the underworld of Calcutta, to Bollywood, up into the Himalayas, culminating?as the brothers fight for fame and fortune?in a race to the death that only one can win.",0007135688,9780007135684,372.0,['Fiction'],NOT_MATURE,en,0007135688
,['Jenny Joseph'],1997,"Voted Britain's best-loved poem by viewers of BBC TV's Bookworm, this perennial favorite with its declaration of defiance against convention appeals to all those with a secret desire to throw off the strictures of propriety and set out deliberately to shock and be outrageous. It sums up this wish perfectly with its pronouncement: ""When I am an old woman I shall wear purple/With a red hat that doesn't go, and doesn't suit me/I shall sit down on the pavement when I'm tired/And gobble up samples in shops and press alarm bells.” Reprinted here as a gift book with line drawings by Pythia Ashton-Jewell, this edition of the classic is ideal both for those who know and love the poem and for those who have yet to relish its gleeful anticipation.",0285634119,9780285634114,32.0,['Poetry'],NOT_MATURE,en,0285634119
,['Ed McBain'],1993-06,"When Michael Barnes's wallet and rental car are stolen in New York City, the Florida orange grower unwittingly becomes entangled in a brutal world where he is framed for murder and must run from both the mob and the police. Reprint.",0380707616,9780380707614,352.0,['Fiction'],NOT_MATURE,en,0380707616
,['Ruth Rendell'],1987,"Patrick Selby apparently dies from wasp stings, but Dr. Greenleaf suspects murder and faces an abundance of possible killers",0345349512,9780345349514,198.0,['Fiction'],NOT_MATURE,en,0345349512
,['Brian Marriner'],1997,,1859584950,9781859584958,268.0,['Aztecs'],NOT_MATURE,en,1859584950
,['Colin Dexter'],1988-12,The discovery of a young girl's body in a Woodstock courtyard precipitates Detective Chief Inspector Morse's highly unconventional investigation,0553277774,9780553277777,214.0,['Fiction'],NOT_MATURE,en,0553277774
,['R. Chetwynd-Hayes'],1988,"For centuries, Clavering Grange has been a focus for evil. Whether cursed manor house, blasted heath or modern housing development, the Grange is stalked by ghosts and demons, by an evil that never dies, merely sleeps--and soon will rise to strike again!",0812516281,9780812516289,292.0,['Fiction'],NOT_MATURE,en,0812516281
,,,,,,,,,,0140285598
,['Janet Evanovich'],1994-08-26,"A New Jersey bounty hunter with attitude, bail-bonds apprehension agent Stephanie Plum pursues a former vice cop, now on the run, with whom she shares a sordid history and a powerful chemistry",UOM:49015002611979,,290.0,['Fiction'],NOT_MATURE,en,0684196395
,['George Melly'],2000,"George Melly's three autobiographical memoirs - Scouse Mouse, Rum, Bum and Concertina and Owning Up in one volume for the first time. An account of the author's life from childhood in middle-class Liverpool in the thirties, through national service in the navy as an ordinary seaman to his emergence as a connoisseur of surrealist art and his career as a jazz singer.",0141390018,9780141390017,594.0,['Biography & Autobiography'],NOT_MATURE,en,0141390018
,['David Lindsey'],1991-01-01,"“With a sure, steady hand Lindsey ratchets the suspense and sexual tension tighter and tighter, page by merciless page. The only mercy you’ll get is the word on the cover.”—Stephen Conts Houston is shattered by a shock wave of unbelievably vicious sex killings. And this time the pattern is unique—way out of line with traditional violent-crime psychology. In Detective Carmen Palma’s experience, a psychopath always chooses anonymous targets. But the Houston victims know and trust their killer: They meet willingly in hotel rooms, even in their homes. They don’t fight when the leather cuffs are fastened to their wrists and ankles. They don't even struggle when the first blows fall . . . Palma’s first lightning instinct is that the victims expected their torture. They were practicing masochists, apart of a secret clique that includes some of the city's most prominent women. They helped choreograph their own punishments—every blow. They just didn't expect to die. . .",0553289721,9780553289725,612.0,['Fiction'],NOT_MATURE,en,0553289721
,,,,,,,,,,0394710606
,,,,,,,,,,158234261X
,['Barbara Vine'],1992-01-01,"Saved from suicide by a mysterious stranger called Sandor, Little Joe becomes an abject servant to his rescuer's maniacal whims and a part of Sandor's plan to kidnap one of the world's most beautiful women",0451402561,9780451402561,336.0,['Fiction'],NOT_MATURE,en,0451402561
,"['Henning Mankell', 'Steven T. Murray']",1997-01,"Inspector Kurt Wallander, a local Swedish police officer whose own personal life is falling apart, finds himself coping with a wave of anti-foreigner sentiment when he is put in charge of the investigation into the brutal murders of an elderly couple.",156584341X,9781565843417,284.0,['Fiction'],NOT_MATURE,en,156584341X
