ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0671836897,DEVILS GAME,Poul Anderson,1980,Pocket,http://images.amazon.com/images/P/0671836897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671836897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671836897.01.LZZZZZZZ.jpg
042512780X,Mindmapping: Your Personal Guide to Exploring Creativity and Problem-Solving,Joyce Wycoff,1991,Berkley Publishing Group,http://images.amazon.com/images/P/042512780X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042512780X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042512780X.01.LZZZZZZZ.jpg
0609804839,"Emotionally Intelligent Parenting: How to Raise a Self-Disciplined, Responsible, Socially Skilled Child","Maurice J., Phd Elias",2000,Three Rivers Press (CA),http://images.amazon.com/images/P/0609804839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804839.01.LZZZZZZZ.jpg
0425087360,Circuit,Melinda Snodgrass,1986,Berkley Pub Group,http://images.amazon.com/images/P/0425087360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425087360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425087360.01.LZZZZZZZ.jpg
0517336359,Isaac Asimovs Science Fiction,Isaac Asimov,1988,Random House Value Publishing,http://images.amazon.com/images/P/0517336359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517336359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517336359.01.LZZZZZZZ.jpg
0886772257,Matters of Form,Scott Wheeler,1987,DAW Books,http://images.amazon.com/images/P/0886772257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886772257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886772257.01.LZZZZZZZ.jpg
0345374495,The Big Empty,James Luceno,1993,Del Rey Books,http://images.amazon.com/images/P/0345374495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345374495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345374495.01.LZZZZZZZ.jpg
1403306184,It's My Heaven,E. S. Pahls,2001,Authorhouse,http://images.amazon.com/images/P/1403306184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1403306184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1403306184.01.LZZZZZZZ.jpg
157322796X,"Fragrant Palm Leaves: Journals, 1962-1966",Nhat Hanh,1999,Riverhead Books,http://images.amazon.com/images/P/157322796X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157322796X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157322796X.01.LZZZZZZZ.jpg
3442454050,ZÃ?Â¤hl nicht die Stunden.,Joy Fielding,2003,Goldmann,http://images.amazon.com/images/P/3442454050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442454050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442454050.01.LZZZZZZZ.jpg
3442721326,Hemingways Stuhl.,Michael Palin,1997,Btb Bei Goldmann,http://images.amazon.com/images/P/3442721326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442721326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442721326.01.LZZZZZZZ.jpg
0060627573,Honest to Jesus: Jesus for a New Millennium,Robert Walter Funk,1996,Harpercollins,http://images.amazon.com/images/P/0060627573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060627573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060627573.01.LZZZZZZZ.jpg
3426775387,"Vom schÃ?Â¶nen Schein der Demokratie. Politik ohne Verantwortung, am Volk vorbei.",Hans Herbert von Arnim,2002,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",http://images.amazon.com/images/P/3426775387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426775387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426775387.01.LZZZZZZZ.jpg
3471785728,Mythos Rommel.,Maurice Philip Remy,2002,List,http://images.amazon.com/images/P/3471785728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3471785728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3471785728.01.LZZZZZZZ.jpg
3442151015,Stalingrad.,Antony Beevor,2001,Goldmann,http://images.amazon.com/images/P/3442151015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442151015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442151015.01.LZZZZZZZ.jpg
185799504X,Clockers,Richard Price,0,Phoenix Books,http://images.amazon.com/images/P/185799504X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185799504X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185799504X.01.LZZZZZZZ.jpg
349922500X,Die Pest.,Albert Camus,1998,Rowohlt Tb.,http://images.amazon.com/images/P/349922500X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/349922500X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/349922500X.01.LZZZZZZZ.jpg
0312878915,Chemical Pink,Katie Arnoldi,2002,Forge,http://images.amazon.com/images/P/0312878915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312878915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312878915.01.LZZZZZZZ.jpg
3423026189,Der Schimmelreiter. Berlin 1888.,Theodor Storm,1997,Dtv,http://images.amazon.com/images/P/3423026189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423026189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423026189.01.LZZZZZZZ.jpg
3518395335,Einfach so.,Lily Brett,1999,Suhrkamp,http://images.amazon.com/images/P/3518395335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518395335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518395335.01.LZZZZZZZ.jpg
0967025907,"Send In The Waco Killers: Essays on the Freedom Movement, 1993-1998",Vin Suprynowicz,1999,Mountain Media,http://images.amazon.com/images/P/0967025907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967025907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967025907.01.LZZZZZZZ.jpg
1865082988,When Elephants Fight,Vannary Imam,2001,"Allen &amp; Unwin Pty., Limited (Australia)",http://images.amazon.com/images/P/1865082988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1865082988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1865082988.01.LZZZZZZZ.jpg
1551642069,Requiem for a Lightweight: Stockwell Day and Image Politics,Trevor Harrison,2002,Black Rose Books,http://images.amazon.com/images/P/1551642069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551642069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551642069.01.LZZZZZZZ.jpg
0312044038,Plainsong: A Thomas Dunne Book,Deborah Grabien,1990,St Martins Pr,http://images.amazon.com/images/P/0312044038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312044038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312044038.01.LZZZZZZZ.jpg
1586602292,Lamps of Courage: Four Novellas Honoring the Valor of Nurses Who Served Both God and Country,Joann A. Grote,2001,Barbour Publishing,http://images.amazon.com/images/P/1586602292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586602292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586602292.01.LZZZZZZZ.jpg
3499152142,Das Erotische Rowohlt Lesebuch,Dieter Mathiak,0,Rowohlt Verlag,http://images.amazon.com/images/P/3499152142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499152142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499152142.01.LZZZZZZZ.jpg
3401041134,Mein 24. Dezember. Eine seltsame Geschichte. ( Ab 8 J.).,Achim BrÃ?Â¶ger,1996,Arena,http://images.amazon.com/images/P/3401041134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3401041134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3401041134.01.LZZZZZZZ.jpg
3810508985,Mondschatten.,Donna Gillespie,2003,"KrÃ?Â¼ger, Frankfurt",http://images.amazon.com/images/P/3810508985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3810508985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3810508985.01.LZZZZZZZ.jpg
8804353104,Enigma in luogo di mare,Carlo Fruttero,1991,A. Mondadori,http://images.amazon.com/images/P/8804353104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8804353104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8804353104.01.LZZZZZZZ.jpg
381052042X,Kleide den Himmel in Dunkel.,Kerstin Thorvall,2001,"KrÃ?Â¼ger, Frankfurt",http://images.amazon.com/images/P/381052042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/381052042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/381052042X.01.LZZZZZZZ.jpg
3423129468,Elegia a Iris,John Bayley,1999,Distribooks,http://images.amazon.com/images/P/3423129468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423129468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423129468.01.LZZZZZZZ.jpg
2921841045,"Fedeli all'lstria, fiume, dalmazia : noi profughi-emigrati",Claudio Antonelli,1997,LÃ²sna &amp; Tron,http://images.amazon.com/images/P/2921841045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2921841045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2921841045.01.LZZZZZZZ.jpg
8817428108,L'Italia di Berlusconi: 1993-1995,Indro Montanelli,1995,Rizzoli,http://images.amazon.com/images/P/8817428108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8817428108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8817428108.01.LZZZZZZZ.jpg
1582433011,Referred Pain: And Other Stories,Lynne Sharon Schwartz,2004,Counterpoint Press,http://images.amazon.com/images/P/1582433011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582433011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582433011.01.LZZZZZZZ.jpg
0609803190,Mehndi : The Art of Henna Body Painting,CARINE FABIUS,1998,Three Rivers Press,http://images.amazon.com/images/P/0609803190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609803190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609803190.01.LZZZZZZZ.jpg
0446920258,Not Responsible for Personal Articles,Lois Gould,1979,Warner Books,http://images.amazon.com/images/P/0446920258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446920258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446920258.01.LZZZZZZZ.jpg
8817845477,Casanova,Luca Goldoni,1997,Rizzoli,http://images.amazon.com/images/P/8817845477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8817845477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8817845477.01.LZZZZZZZ.jpg
8831771213,Una vita sottile (Farfalle),Chiara Gamberale,1999,Marsilio,http://images.amazon.com/images/P/8831771213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8831771213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8831771213.01.LZZZZZZZ.jpg
0967905281,Sugar Creek Inn,Sharon Snow Sirois,2002,Lighthouse Publishing (CT),http://images.amazon.com/images/P/0967905281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967905281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967905281.01.LZZZZZZZ.jpg
0375421661,The Last Day of the War : A Novel,JUDITH CLAIRE MITCHELL,2004,Pantheon,http://images.amazon.com/images/P/0375421661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375421661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375421661.01.LZZZZZZZ.jpg
0310231051,Patterns of Love,Robin Lee Hatcher,2001,Zondervan Publishing Company,http://images.amazon.com/images/P/0310231051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310231051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310231051.01.LZZZZZZZ.jpg
1590521692,Whispers in the Wind (Orphan Trains Trilogy),Al Lacy,2003,Multnomah,http://images.amazon.com/images/P/1590521692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590521692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590521692.01.LZZZZZZZ.jpg
0802133479,Journals: Early Fifties Early Sixties,Allen Ginsberg,1993,Grove Press,http://images.amazon.com/images/P/0802133479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802133479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802133479.01.LZZZZZZZ.jpg
0310230837,Dear Lady,Robin Lee Hatcher,2000,Zondervan Publishing Company,http://images.amazon.com/images/P/0310230837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310230837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310230837.01.LZZZZZZZ.jpg
1576732789,Secrets Of The Heart (Mail Order Bride),Al Lacy,1998,Multnomah,http://images.amazon.com/images/P/1576732789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576732789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576732789.01.LZZZZZZZ.jpg
1576733998,The Tender Flame (Mail Order Bride),Al Lacy,1999,Multnomah,http://images.amazon.com/images/P/1576733998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576733998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576733998.01.LZZZZZZZ.jpg
1590523083,One More Sunrise (Frontier Doctor Trilogy),Al Lacy,2004,Multnomah,http://images.amazon.com/images/P/1590523083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590523083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590523083.01.LZZZZZZZ.jpg
0967905257,Chatfield Hollow,Sharon Snow Sirois,2003,Lighthouse Publishing (CT),http://images.amazon.com/images/P/0967905257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967905257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967905257.01.LZZZZZZZ.jpg
0060928425,"The Power of Beauty: Men, Women and Sex Appeal Since Feminism",Nancy Friday,1997,Harpercollins,http://images.amazon.com/images/P/0060928425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928425.01.LZZZZZZZ.jpg
0967905265,Sawyer's Crossing,Sharon Snow Sirois,2002,Lighthouse Publishing (CT),http://images.amazon.com/images/P/0967905265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967905265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967905265.01.LZZZZZZZ.jpg
1556614225,"The Stars for a Light (Cheney Duvall, M.D., Book 1)",Lynn Morris,1994,Bethany House,http://images.amazon.com/images/P/1556614225.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556614225.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556614225.01.LZZZZZZZ.jpg
0671214853,SADIE SHAPIRO KNIT,Robert Kimmel Smith,1973,Simon &amp; Schuster,http://images.amazon.com/images/P/0671214853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671214853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671214853.01.LZZZZZZZ.jpg
0764286501,Prairie Legacy,Janette Oke,2000,Bethany House,http://images.amazon.com/images/P/0764286501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764286501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764286501.01.LZZZZZZZ.jpg
187911125X,The Longaberger Story: And How We Did It,Dave Longaberger,1991,Lincoln-Bradley Publishing Group,http://images.amazon.com/images/P/187911125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/187911125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/187911125X.01.LZZZZZZZ.jpg
0807282375,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Listening Library,http://images.amazon.com/images/P/0807282375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807282375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807282375.01.LZZZZZZZ.jpg
0807281808,"The Golden Compass (His Dark Materials, Book 1)",Philip Pullman,1999,Listening Library,http://images.amazon.com/images/P/0807281808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807281808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807281808.01.LZZZZZZZ.jpg
0884861937,Homeward Bound: Love Is a Gentle Stranger (Love is a Gentle Stranger),June Masters Bacher,1998,Inspirational Press (NY),http://images.amazon.com/images/P/0884861937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884861937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884861937.01.LZZZZZZZ.jpg
0440212413,The Power of Babble: The Politician's Dictionary of Buzzwords and Doubletalk for Every Occasion,Norman Solomon,1992,Dell Publishing Company,http://images.amazon.com/images/P/0440212413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212413.01.LZZZZZZZ.jpg
0553260162,My Darling My Hamburger,Paul Zindel,1984,Bantam Books,http://images.amazon.com/images/P/0553260162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260162.01.LZZZZZZZ.jpg
0671458132,"Having It All: Love, Success, Sex, Money Even If You're Starting With Nothing",Helen Gurley Brown,1982,Simon &amp; Schuster,http://images.amazon.com/images/P/0671458132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671458132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671458132.01.LZZZZZZZ.jpg
030798785X,Baby's Christmas (Little Golden Book),Esther Wilkin,1996,Golden Books,http://images.amazon.com/images/P/030798785X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030798785X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030798785X.01.LZZZZZZZ.jpg
0397011792,Appalachian Trail: Wilderness on the Doorstep,Ann Sutton,1976,HarperCollins Publishers,http://images.amazon.com/images/P/0397011792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397011792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397011792.01.LZZZZZZZ.jpg
0340696710,A Flame for the Fire,Nigel Tranter,1999,Hodder Children's Books,http://images.amazon.com/images/P/0340696710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340696710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340696710.01.LZZZZZZZ.jpg
078941984X,Encyclopedia of Healing Therapies,"David, Dr. Peters",1997,Dorling Kindersley Publishing,http://images.amazon.com/images/P/078941984X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078941984X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078941984X.01.LZZZZZZZ.jpg
0060616296,The Historical Jesus : The Life of a Mediterranean Jewish Peasant,John Dominic Crossan,1993,HarperSanFrancisco,http://images.amazon.com/images/P/0060616296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060616296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060616296.01.LZZZZZZZ.jpg
1878932004,Words to Live by,Jean Van Dyke,1990,Farming Magazine,http://images.amazon.com/images/P/1878932004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878932004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878932004.01.LZZZZZZZ.jpg
0805068023,The Sound of the Trees: A Novel,Robert Gatewood,2002,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805068023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805068023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805068023.01.LZZZZZZZ.jpg
0395692539,The Best American Essays 1994 (The Best American Essays),Tracy Kidder,1994,Houghton Mifflin Company,http://images.amazon.com/images/P/0395692539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395692539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395692539.01.LZZZZZZZ.jpg
0671534017,100 TOP PSYCHICS IN AMERICA: THEIR STORIES SPECIALTIES &amp; HOW TO CONTACT THEM,Paulette Cooper,1996,Pocket,http://images.amazon.com/images/P/0671534017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534017.01.LZZZZZZZ.jpg
0807015032,Beyond God the Father: Toward a Philosophy of Women's Liberation,Mary Daly,1985,Beacon Press,http://images.amazon.com/images/P/0807015032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807015032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807015032.01.LZZZZZZZ.jpg
082641477X,David Foster Wallace's Infinite Jest: A Reader's Guide (Continuum Contemporaries),Stephen Burn,2003,Continuum International Publishing Group,http://images.amazon.com/images/P/082641477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082641477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082641477X.01.LZZZZZZZ.jpg
0449906450,"From One Child to Two: What to Expect, How to Cope, and How to Enjoy Your Growing Family",Judy Dunn,1995,Ballantine Books,http://images.amazon.com/images/P/0449906450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449906450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449906450.01.LZZZZZZZ.jpg
0060394153,Pucker Up: A Hands-On Guide to Ecstatic Sex,Tristan Taormino,2001,ReganBooks,http://images.amazon.com/images/P/0060394153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060394153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060394153.01.LZZZZZZZ.jpg
1564773353,Comforts of Home: Simple Knitted Accents,Erika Knight,2000,Martingale &amp; Co Inc,http://images.amazon.com/images/P/1564773353.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564773353.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564773353.01.LZZZZZZZ.jpg
0312290144,"Easy Knits : Over 25 Simple Designs for Babies, Children and Adults",Debbie Bliss,2002,St. Martin's Griffin,http://images.amazon.com/images/P/0312290144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312290144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312290144.01.LZZZZZZZ.jpg
0140348093,The Bear Nobody Wanted,Janet Ahlberg,1995,Puffin Books,http://images.amazon.com/images/P/0140348093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140348093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140348093.01.LZZZZZZZ.jpg
0760704732,Pots and Container,Warren Schultz,0,Barnes Noble Books,http://images.amazon.com/images/P/0760704732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760704732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760704732.01.LZZZZZZZ.jpg
003032744X,The Rinehart Handbook for Writers,Bonnie E. Carter,1990,Holt Rinehart and Winston,http://images.amazon.com/images/P/003032744X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/003032744X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/003032744X.01.LZZZZZZZ.jpg
0268017352,A Search for Wisdom and Spirit: Thomas Merton's Theology of the Self,Anne E. Carr,1990,Univ of Notre Dame Pr,http://images.amazon.com/images/P/0268017352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0268017352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0268017352.01.LZZZZZZZ.jpg
0345313119,Compassion and Self Hate,Theodore Isaac Rubin,1983,Ballantine Books,http://images.amazon.com/images/P/0345313119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313119.01.LZZZZZZZ.jpg
1580625665,"The Everything Romance Book: From Drive-In Movies and Long Walks to Candlelit Dinners and Getaway Weekends-Creat Passion, Intimacy, and Excitement in Your Relationship (Everything Series)",Donald Baack,2001,Adams Media Corporation,http://images.amazon.com/images/P/1580625665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580625665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580625665.01.LZZZZZZZ.jpg
0553240196,Great American Short Stories,Milton Crane,1983,Bantam Books,http://images.amazon.com/images/P/0553240196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553240196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553240196.01.LZZZZZZZ.jpg
0020697406,The Lost World,Randall Jarrell,1985,Simon &amp; Schuster,http://images.amazon.com/images/P/0020697406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020697406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020697406.01.LZZZZZZZ.jpg
0517570866,"Emyl Jenkins' Appraisal Book: Identifying, Understanding and Valuing Your Treasures",Emyl Jenkins,1989,Crown Publishing Group (NY),http://images.amazon.com/images/P/0517570866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517570866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517570866.01.LZZZZZZZ.jpg
0060805110,The Sweet Dove Died,Barbara Pym,1980,HarperCollins Publishers,http://images.amazon.com/images/P/0060805110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060805110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060805110.01.LZZZZZZZ.jpg
0062506358,"The Invisible Landscape : Mind, Hallucinogens, and the I Ching",Terence Mckenna,1994,HarperSanFrancisco,http://images.amazon.com/images/P/0062506358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062506358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062506358.01.LZZZZZZZ.jpg
0671448730,"The Chinese, Portrait of a People",John Fraser,1980,Summit Books,http://images.amazon.com/images/P/0671448730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671448730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671448730.01.LZZZZZZZ.jpg
0151585881,The Meeting at Telgte,Gunter Grass,1981,Harcourt,http://images.amazon.com/images/P/0151585881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151585881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151585881.01.LZZZZZZZ.jpg
0802733115,Holy Terror in the Hebrides: A Dorothy Martin Mystery (Walker Mystery),Jeanne M. Dams,1997,Walker &amp; Company,http://images.amazon.com/images/P/0802733115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802733115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802733115.01.LZZZZZZZ.jpg
0871317362,Presumption: An Entertainment,Julia Barrett,1993,Natl Book Network,http://images.amazon.com/images/P/0871317362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871317362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871317362.01.LZZZZZZZ.jpg
0679762833,Midnight in the Garden of Good and Evil,JOHN BERENDT,1995,Random House Large Print,http://images.amazon.com/images/P/0679762833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679762833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679762833.01.LZZZZZZZ.jpg
0151314861,The flounder,GÃ¼nter Grass,1978,Harcourt Brace Jovanovich,http://images.amazon.com/images/P/0151314861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151314861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151314861.01.LZZZZZZZ.jpg
